id,provinsi,klasifikasi_wilayah,jenis_kelamin,usia,pendidikan_terakhir,status_pekerjaan,status_pernikahan,jumlah_tanggungan,pendapatan_bulanan,total_pengeluaran,pengeluaran_makanan_pokok,pengeluaran_lauk_pauk,pengeluaran_sayur_buah,pengeluaran_jajan_makan_luar,pengeluaran_rokok_tembakau,pengeluaran_perumahan_listrik,pengeluaran_pakaian,pengeluaran_kesehatan,pengeluaran_pendidikan,pengeluaran_transportasi,pengeluaran_komunikasi,pengeluaran_hiburan_rekreasi,cicilan_hutang,tabungan_bulanan,rasio_tabungan_persen,skor_literasi_keuangan
1892,Bali,Perdesaan,Laki-laki,43.0,SMA/SMK,Tidak Bekerja,Menikah,2.0,650000.0,559000,,93000.0,55000.0,,22000.0,66000.0,13000.0,22000.0,25000.0,38000.0,18000.0,10000.0,87000.0,91000.0,14.0,
327,Sumatera Selatan,Perkotaan,Perempuan,17.0,Diploma,Buruh/Pekerja Harian,Menikah,1.0,1750000.0,1595000,224000.0,270000.0,84000.0,,,253000.0,41000.0,86000.0,82000.0,93000.0,51000.0,39000.0,18000.0,155000.0,8.9,67.2
561,Jawa Timur,Perdesaan,Perempuan,41.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,4.0,,680000,100000.0,125000.0,43000.0,82000.0,36000.0,88000.0,,25000.0,17000.0,57000.0,27000.0,9000.0,,70000.0,9.3,68.6
1265,Nusa Tenggara Barat,Perdesaan,Perempuan,23.0,SD,Pelajar/Mahasiswa,Belum Menikah,0.0,500000.0,429000,69000.0,73000.0,29000.0,53000.0,17000.0,37000.0,,14000.0,0.0,19000.0,8000.0,12000.0,0.0,71000.0,14.3,51.3
701,Sumatera Utara,Perkotaan,Perempuan,22.0,Sarjana (S1),Pelajar/Mahasiswa,Menikah,3.0,2850000.0,2362000,328000.0,436000.0,175000.0,205000.0,131000.0,,99000.0,,57000.0,208000.0,62000.0,93000.0,404000.0,488000.0,17.1,74.2
1476,Bali,Perkotaan,Perempuan,63.0,SD,Karyawan Swasta,Menikah,3.0,4800000.0,3944000,428000.0,517000.0,231000.0,423000.0,85000.0,489000.0,122000.0,253000.0,116000.0,244000.0,159000.0,107000.0,0.0,856000.0,,49.8
1345,DKI Jakarta,Perdesaan,Laki-laki,35.0,SMA/SMK,Tidak Bekerja,Menikah,2.0,500000.0,418000,61000.0,84000.0,33000.0,55000.0,13000.0,,16000.0,12000.0,16000.0,29000.0,16000.0,11000.0,0.0,82000.0,16.4,62.4
342,Sulawesi Selatan,Perdesaan,Perempuan,57.0,SMA/SMK,Tidak Bekerja,Menikah,1.0,500000.0,442000,73000.0,78000.0,,55000.0,9000.0,39000.0,15000.0,12000.0,17000.0,24000.0,17000.0,10000.0,0.0,58000.0,11.6,61.2
630,DKI Jakarta,Perdesaan,Laki-laki,30.0,Sarjana (S1),Buruh/Pekerja Harian,Menikah,2.0,7350000.0,6031000,431000.0,511000.0,252000.0,287000.0,182000.0,1562000.0,241000.0,517000.0,,756000.0,299000.0,,0.0,1319000.0,17.9,68.6
148,Sulawesi Selatan,Perkotaan,Perempuan,22.0,SMA/SMK,Pelajar/Mahasiswa,Menikah,2.0,1800000.0,1329000,134000.0,222000.0,109000.0,110000.0,46000.0,178000.0,37000.0,79000.0,47000.0,71000.0,53000.0,54000.0,0.0,471000.0,26.2,61.1
1353,Banten,Perdesaan,Perempuan,35.0,Sarjana (S1),Karyawan Swasta,Menikah,2.0,1800000.0,1653000,221000.0,233000.0,134000.0,180000.0,85000.0,203000.0,52000.0,57000.0,,109000.0,49000.0,84000.0,229000.0,147000.0,8.2,67.3
361,DKI Jakarta,Perkotaan,Perempuan,45.0,SMP,Tidak Bekerja,Cerai/Janda/Duda,1.0,3850000.0,2902000,,402000.0,148000.0,391000.0,,481000.0,106000.0,80000.0,93000.0,232000.0,131000.0,83000.0,538000.0,948000.0,24.6,43.8
84,DKI Jakarta,Perdesaan,Laki-laki,38.0,Sarjana (S1),Buruh/Pekerja Harian,Menikah,3.0,3150000.0,2438000,263000.0,333000.0,185000.0,223000.0,,406000.0,121000.0,76000.0,98000.0,151000.0,89000.0,81000.0,410000.0,712000.0,22.6,41.2
1584,Jawa Barat,Perkotaan,Laki-laki,27.0,SD,Karyawan Swasta,Belum Menikah,0.0,3350000.0,2633000,233000.0,275000.0,161000.0,267000.0,115000.0,388000.0,157000.0,146000.0,,264000.0,157000.0,159000.0,233000.0,717000.0,21.4,26.8
49,Jawa Timur,Perkotaan,Perempuan,45.0,SMP,Wiraswasta,Belum Menikah,0.0,3750000.0,2835000,253000.0,316000.0,,259000.0,105000.0,576000.0,94000.0,152000.0,,201000.0,,180000.0,0.0,915000.0,24.4,73.5
469,Bali,Perkotaan,Laki-laki,39.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,9900000.0,7889000,825000.0,873000.0,341000.0,796000.0,192000.0,1160000.0,408000.0,377000.0,675000.0,730000.0,433000.0,,0.0,2011000.0,20.3,51.7
882,Sumatera Utara,Perdesaan,Laki-laki,38.0,Sarjana (S1),PNS/ASN,Cerai/Janda/Duda,0.0,6250000.0,5360000,510000.0,655000.0,277000.0,384000.0,64000.0,751000.0,249000.0,365000.0,0.0,616000.0,,115000.0,0.0,,14.2,75.5
156,Sulawesi Selatan,Perkotaan,Perempuan,46.0,SD,PNS/ASN,Menikah,,2650000.0,2388000,278000.0,392000.0,169000.0,373000.0,13000.0,246000.0,93000.0,57000.0,105000.0,153000.0,71000.0,61000.0,86000.0,262000.0,9.9,36.1
991,Jawa Barat,Perdesaan,Perempuan,23.0,Sarjana (S1),Karyawan Swasta,Menikah,1.0,8450000.0,5602000,415000.0,671000.0,273000.0,408000.0,148000.0,1091000.0,215000.0,225000.0,521000.0,568000.0,249000.0,308000.0,408000.0,2848000.0,33.7,59.2
1177,DI Yogyakarta,Perkotaan,Perempuan,,SMA/SMK,Wiraswasta,,0.0,13050000.0,10793000,832000.0,952000.0,421000.0,633000.0,141000.0,2438000.0,555000.0,493000.0,0.0,1021000.0,408000.0,688000.0,0.0,2257000.0,17.3,
1357,Sumatera Selatan,Perkotaan,Laki-laki,37.0,SMA/SMK,Wiraswasta,Menikah,2.0,4200000.0,3679000,364000.0,427000.0,256000.0,275000.0,91000.0,681000.0,127000.0,168000.0,293000.0,278000.0,168000.0,167000.0,612000.0,521000.0,12.4,54.2
1593,Jawa Barat,Perdesaan,Perempuan,36.0,SMP,Buruh/Pekerja Harian,,4.0,900000.0,699000,85000.0,118000.0,65000.0,111000.0,19000.0,100000.0,20000.0,16000.0,42000.0,35000.0,16000.0,17000.0,,201000.0,22.3,36.4
1360,Jawa Barat,Perkotaan,Laki-laki,23.0,SD,Wiraswasta,Menikah,2.0,6500000.0,4826000,323000.0,421000.0,197000.0,329000.0,167000.0,,273000.0,179000.0,377000.0,370000.0,290000.0,194000.0,1225000.0,1674000.0,25.7,
1846,Banten,Perkotaan,Laki-laki,40.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,3150000.0,2793000,234000.0,297000.0,194000.0,240000.0,11000.0,367000.0,156000.0,140000.0,0.0,193000.0,157000.0,148000.0,0.0,357000.0,11.3,56.9
856,DKI Jakarta,Perkotaan,Perempuan,55.0,Diploma,PNS/ASN,Cerai/Janda/Duda,0.0,8900000.0,7713000,572000.0,647000.0,353000.0,571000.0,238000.0,1803000.0,276000.0,477000.0,0.0,878000.0,519000.0,501000.0,929000.0,1187000.0,13.3,81.2
501,Jawa Barat,Perkotaan,Perempuan,17.0,SD,PNS/ASN,Belum Menikah,0.0,10500000.0,9331000,761000.0,1102000.0,431000.0,773000.0,384000.0,1585000.0,379000.0,367000.0,0.0,1022000.0,461000.0,356000.0,0.0,,11.1,48.1
2000,Jawa Tengah,Perkotaan,Perempuan,33.0,Sarjana (S1),Buruh/Pekerja Harian,Belum Menikah,0.0,,2841000,246000.0,366000.0,128000.0,164000.0,88000.0,447000.0,149000.0,103000.0,0.0,274000.0,124000.0,121000.0,691000.0,709000.0,20.0,68.6
180,Jawa Barat,Perkotaan,Laki-laki,44.0,,,Cerai/Janda/Duda,1.0,,1643000,272000.0,265000.0,117000.0,147000.0,54000.0,156000.0,45000.0,,,136000.0,47000.0,65000.0,359000.0,707000.0,,47.9
1194,Jawa Barat,Perkotaan,Perempuan,33.0,Sarjana (S1),Pelajar/Mahasiswa,Menikah,1.0,2650000.0,2039000,318000.0,273000.0,160000.0,,67000.0,309000.0,61000.0,76000.0,141000.0,172000.0,77000.0,44000.0,0.0,611000.0,23.1,55.1
1990,DKI Jakarta,Perdesaan,Perempuan,34.0,SMP,Buruh/Pekerja Harian,Menikah,3.0,1700000.0,1355000,135000.0,185000.0,111000.0,150000.0,34000.0,168000.0,44000.0,47000.0,93000.0,139000.0,54000.0,,298000.0,345000.0,20.3,50.4
1010,Kalimantan Timur,Perkotaan,Laki-laki,17.0,Sarjana (S1),Buruh/Pekerja Harian,Menikah,3.0,,1722000,175000.0,274000.0,87000.0,138000.0,42000.0,279000.0,49000.0,76000.0,101000.0,105000.0,65000.0,80000.0,,278000.0,13.9,67.8
179,DI Yogyakarta,Perkotaan,Perempuan,25.0,SMA/SMK,Karyawan Swasta,Cerai/Janda/Duda,1.0,6250000.0,4574000,497000.0,583000.0,,526000.0,84000.0,613000.0,233000.0,282000.0,300000.0,337000.0,210000.0,,0.0,1676000.0,26.8,73.2
1764,Banten,Perkotaan,Laki-laki,24.0,SMA/SMK,Wiraswasta,Menikah,0.0,8400000.0,7019000,471000.0,611000.0,259000.0,573000.0,242000.0,1118000.0,,326000.0,0.0,793000.0,293000.0,433000.0,0.0,1381000.0,16.4,66.3
1464,DI Yogyakarta,Perdesaan,Perempuan,49.0,SD,Karyawan Swasta,Menikah,,1300000.0,1038000,190000.0,182000.0,127000.0,168000.0,49000.0,109000.0,31000.0,21000.0,,56000.0,16000.0,15000.0,0.0,262000.0,20.1,43.2
1975,DKI Jakarta,Perdesaan,Laki-laki,29.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,4.0,4700000.0,3740000,494000.0,576000.0,230000.0,412000.0,162000.0,550000.0,190000.0,120000.0,204000.0,308000.0,175000.0,79000.0,0.0,960000.0,20.4,49.1
939,Nusa Tenggara Barat,Perdesaan,Perempuan,35.0,SD,Tidak Bekerja,Menikah,4.0,500000.0,395000,,73000.0,35000.0,,28000.0,41000.0,13000.0,16000.0,14000.0,19000.0,12000.0,9000.0,0.0,105000.0,20.9,40.9
1835,Bali,Perdesaan,Laki-laki,45.0,Sarjana (S1),PNS/ASN,Menikah,2.0,9100000.0,6017000,509000.0,585000.0,250000.0,364000.0,72000.0,1292000.0,359000.0,446000.0,524000.0,730000.0,260000.0,154000.0,179000.0,3083000.0,33.9,39.1
529,Jawa Barat,Perdesaan,Laki-laki,25.0,SMA/SMK,Tidak Bekerja,Menikah,2.0,500000.0,400000,55000.0,62000.0,43000.0,44000.0,6000.0,42000.0,12000.0,8000.0,10000.0,21000.0,13000.0,7000.0,0.0,100000.0,,64.3
347,Sulawesi Selatan,Perkotaan,Laki-laki,32.0,SD,Karyawan Swasta,Belum Menikah,0.0,6200000.0,5071000,427000.0,565000.0,288000.0,413000.0,3000.0,1024000.0,239000.0,302000.0,,555000.0,227000.0,317000.0,,1129000.0,18.2,41.4
1578,Banten,Perdesaan,Laki-laki,23.0,SMP,PNS/ASN,Belum Menikah,0.0,1700000.0,1342000,155000.0,187000.0,80000.0,152000.0,35000.0,157000.0,35000.0,41000.0,0.0,71000.0,49000.0,31000.0,0.0,358000.0,21.0,72.4
367,Banten,Perdesaan,Laki-laki,33.0,SMA/SMK,PNS/ASN,Menikah,1.0,3400000.0,2486000,225000.0,251000.0,125000.0,246000.0,96000.0,387000.0,118000.0,143000.0,234000.0,322000.0,100000.0,130000.0,,914000.0,26.9,
210,Jawa Barat,Perkotaan,Laki-laki,27.0,SMA/SMK,Buruh/Pekerja Harian,,3.0,,964000,,195000.0,78000.0,98000.0,50000.0,88000.0,23000.0,37000.0,34000.0,59000.0,18000.0,22000.0,157000.0,386000.0,28.6,68.4
1741,Jawa Timur,Perkotaan,Laki-laki,52.0,SMA/SMK,PNS/ASN,Menikah,2.0,4000000.0,3261000,263000.0,422000.0,145000.0,313000.0,69000.0,,181000.0,128000.0,234000.0,236000.0,112000.0,189000.0,0.0,739000.0,,52.0
386,Jawa Timur,Perkotaan,Laki-laki,24.0,SMA/SMK,Karyawan Swasta,Belum Menikah,0.0,7150000.0,5464000,467000.0,,318000.0,,,1216000.0,329000.0,229000.0,0.0,472000.0,313000.0,131000.0,1028000.0,1686000.0,23.6,47.8
1065,Kalimantan Timur,Perdesaan,Laki-laki,17.0,,Karyawan Swasta,Belum Menikah,0.0,9300000.0,6320000,410000.0,588000.0,269000.0,310000.0,167000.0,1255000.0,344000.0,343000.0,0.0,849000.0,,167000.0,0.0,2980000.0,32.0,75.9
1838,Jawa Timur,Perkotaan,Perempuan,27.0,Sarjana (S1),Buruh/Pekerja Harian,Menikah,4.0,2550000.0,2117000,267000.0,257000.0,141000.0,292000.0,38000.0,279000.0,,66000.0,163000.0,203000.0,79000.0,,0.0,433000.0,17.0,
602,Kalimantan Timur,Perkotaan,Perempuan,43.0,SMA/SMK,Karyawan Swasta,Menikah,0.0,6450000.0,4511000,462000.0,481000.0,264000.0,458000.0,154000.0,882000.0,254000.0,152000.0,0.0,368000.0,231000.0,178000.0,0.0,1939000.0,30.1,77.8
1799,Jawa Barat,Perkotaan,Laki-laki,64.0,SMP,Buruh/Pekerja Harian,Menikah,2.0,1900000.0,1653000,211000.0,270000.0,91000.0,166000.0,11000.0,197000.0,59000.0,96000.0,90000.0,113000.0,74000.0,27000.0,,247000.0,13.0,62.4
244,Sumatera Utara,Perkotaan,Laki-laki,29.0,SD,Wiraswasta,Belum Menikah,0.0,7250000.0,5797000,487000.0,645000.0,375000.0,553000.0,175000.0,1173000.0,337000.0,407000.0,0.0,389000.0,274000.0,291000.0,880000.0,1453000.0,20.0,22.3
1522,Banten,Perkotaan,Perempuan,44.0,Tidak Sekolah,Wiraswasta,Menikah,2.0,8200000.0,6229000,446000.0,433000.0,164000.0,354000.0,185000.0,975000.0,249000.0,426000.0,349000.0,656000.0,426000.0,204000.0,827000.0,1971000.0,24.0,34.2
803,Jawa Barat,Perkotaan,Perempuan,53.0,SMA/SMK,Karyawan Swasta,Menikah,3.0,8050000.0,6291000,383000.0,454000.0,270000.0,393000.0,44000.0,1131000.0,451000.0,502000.0,633000.0,670000.0,372000.0,259000.0,0.0,1759000.0,,76.5
937,Jawa Timur,Perdesaan,Laki-laki,26.0,SMA/SMK,Pelajar/Mahasiswa,Menikah,1.0,,491000,82000.0,84000.0,48000.0,,1000.0,49000.0,17000.0,13000.0,26000.0,19000.0,15000.0,7000.0,0.0,109000.0,18.1,75.7
1442,Jawa Tengah,Perdesaan,Perempuan,44.0,SMA/SMK,Karyawan Swasta,Menikah,4.0,,1134000,185000.0,166000.0,78000.0,191000.0,18000.0,107000.0,45000.0,28000.0,29000.0,65000.0,40000.0,39000.0,173000.0,466000.0,29.1,63.7
1885,Kalimantan Timur,Perdesaan,Laki-laki,24.0,SMA/SMK,PNS/ASN,Menikah,1.0,1750000.0,1280000,156000.0,244000.0,87000.0,201000.0,26000.0,188000.0,34000.0,30000.0,79000.0,64000.0,54000.0,48000.0,,470000.0,26.9,43.4
313,Sulawesi Selatan,Perdesaan,Perempuan,23.0,SMP,Buruh/Pekerja Harian,Belum Menikah,0.0,1350000.0,1163000,199000.0,211000.0,117000.0,197000.0,56000.0,105000.0,28000.0,32000.0,0.0,50000.0,28000.0,20000.0,0.0,187000.0,13.9,
436,DKI Jakarta,Perkotaan,Laki-laki,17.0,SD,Buruh/Pekerja Harian,Menikah,4.0,3450000.0,2802000,352000.0,372000.0,121000.0,306000.0,128000.0,517000.0,128000.0,157000.0,241000.0,177000.0,135000.0,81000.0,419000.0,648000.0,18.8,46.6
1932,Sumatera Utara,Perkotaan,Perempuan,32.0,Sarjana (S1),Karyawan Swasta,Menikah,2.0,8200000.0,7133000,613000.0,896000.0,361000.0,515000.0,55000.0,1487000.0,315000.0,489000.0,292000.0,781000.0,245000.0,138000.0,121000.0,1067000.0,,60.0
137,Jawa Tengah,Perkotaan,Perempuan,,Sarjana (S1),Tidak Bekerja,Belum Menikah,0.0,1750000.0,1273000,195000.0,243000.0,71000.0,198000.0,52000.0,200000.0,42000.0,63000.0,0.0,,39000.0,20000.0,286000.0,,27.3,67.2
309,Jawa Timur,Perdesaan,Laki-laki,30.0,SD,Wiraswasta,Menikah,3.0,2500000.0,2180000,223000.0,293000.0,127000.0,212000.0,18000.0,322000.0,105000.0,95000.0,116000.0,216000.0,100000.0,,0.0,320000.0,12.8,42.0
969,Jawa Timur,Perkotaan,Laki-laki,17.0,SMA/SMK,Buruh/Pekerja Harian,Belum Menikah,0.0,2700000.0,1951000,275000.0,314000.0,165000.0,171000.0,9000.0,213000.0,57000.0,85000.0,0.0,192000.0,66000.0,95000.0,0.0,749000.0,27.8,56.6
431,Jawa Timur,Perdesaan,Laki-laki,54.0,Diploma,Pelajar/Mahasiswa,Menikah,1.0,700000.0,602000,107000.0,132000.0,72000.0,106000.0,18000.0,57000.0,10000.0,14000.0,17000.0,22000.0,10000.0,7000.0,112000.0,,,65.4
661,Jawa Barat,Perkotaan,Perempuan,26.0,Sarjana (S1),Buruh/Pekerja Harian,Menikah,2.0,5050000.0,4463000,507000.0,599000.0,363000.0,535000.0,232000.0,,192000.0,138000.0,189000.0,469000.0,157000.0,87000.0,741000.0,587000.0,11.6,57.7
1119,Sulawesi Selatan,Perkotaan,Perempuan,51.0,SMA/SMK,,Belum Menikah,,6450000.0,4271000,418000.0,496000.0,218000.0,453000.0,,865000.0,180000.0,231000.0,0.0,488000.0,257000.0,252000.0,185000.0,2179000.0,33.8,63.5
1691,DI Yogyakarta,Perdesaan,Laki-laki,31.0,SMP,Wiraswasta,Menikah,2.0,2200000.0,1522000,208000.0,240000.0,,227000.0,85000.0,181000.0,60000.0,68000.0,43000.0,81000.0,54000.0,64000.0,,678000.0,30.8,45.5
371,Jawa Barat,Perdesaan,Perempuan,28.0,SD,Karyawan Swasta,Menikah,3.0,1650000.0,1350000,154000.0,206000.0,83000.0,157000.0,46000.0,121000.0,39000.0,37000.0,67000.0,86000.0,44000.0,35000.0,71000.0,300000.0,,60.4
567,Sumatera Utara,Perkotaan,Laki-laki,32.0,SD,Pelajar/Mahasiswa,Menikah,3.0,1550000.0,1084000,161000.0,166000.0,92000.0,110000.0,22000.0,187000.0,41000.0,32000.0,39000.0,80000.0,28000.0,34000.0,0.0,466000.0,30.0,37.2
950,Jawa Tengah,Perkotaan,Laki-laki,28.0,SMP,Buruh/Pekerja Harian,Menikah,1.0,2800000.0,2294000,249000.0,261000.0,160000.0,267000.0,79000.0,315000.0,,97000.0,150000.0,198000.0,68000.0,94000.0,208000.0,506000.0,18.1,19.2
1232,Jawa Tengah,Perkotaan,Perempuan,25.0,Tidak Sekolah,Buruh/Pekerja Harian,Belum Menikah,0.0,750000.0,506000,64000.0,84000.0,50000.0,51000.0,27000.0,50000.0,19000.0,16000.0,0.0,24000.0,20000.0,9000.0,85000.0,244000.0,32.5,22.4
1972,Jawa Timur,Perkotaan,Perempuan,41.0,Sarjana (S1),Buruh/Pekerja Harian,Belum Menikah,0.0,5700000.0,3796000,384000.0,504000.0,188000.0,416000.0,126000.0,495000.0,,229000.0,0.0,295000.0,134000.0,170000.0,0.0,1904000.0,33.4,69.4
825,DKI Jakarta,Perkotaan,Perempuan,45.0,SMA/SMK,Karyawan Swasta,Menikah,4.0,9250000.0,8189000,727000.0,,531000.0,795000.0,95000.0,,365000.0,297000.0,307000.0,829000.0,362000.0,,1479000.0,1061000.0,11.5,
983,Jawa Barat,Perdesaan,Perempuan,27.0,Tidak Sekolah,Karyawan Swasta,Menikah,2.0,850000.0,612000,100000.0,96000.0,45000.0,89000.0,24000.0,69000.0,24000.0,17000.0,32000.0,,21000.0,23000.0,0.0,238000.0,28.0,49.4
182,Jawa Barat,Perkotaan,Perempuan,30.0,SMA/SMK,Buruh/Pekerja Harian,Menikah,1.0,3050000.0,2576000,242000.0,300000.0,132000.0,265000.0,96000.0,494000.0,89000.0,175000.0,189000.0,273000.0,110000.0,147000.0,69000.0,474000.0,15.5,72.4
1076,DKI Jakarta,Perkotaan,Perempuan,51.0,SD,Tidak Bekerja,Belum Menikah,,3200000.0,2329000,263000.0,241000.0,115000.0,146000.0,2000.0,352000.0,83000.0,96000.0,,253000.0,81000.0,118000.0,209000.0,871000.0,27.2,51.1
622,Jawa Timur,Perdesaan,Laki-laki,40.0,SD,Buruh/Pekerja Harian,Menikah,,1050000.0,960000,134000.0,187000.0,82000.0,139000.0,27000.0,133000.0,30000.0,44000.0,20000.0,60000.0,33000.0,,1000.0,90000.0,8.5,
1044,Jawa Barat,Perkotaan,Perempuan,63.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,,4813000,396000.0,502000.0,246000.0,365000.0,128000.0,748000.0,208000.0,330000.0,0.0,563000.0,273000.0,270000.0,730000.0,,14.8,72.0
1348,Jawa Tengah,Perkotaan,Laki-laki,17.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,3350000.0,2209000,188000.0,247000.0,109000.0,237000.0,89000.0,305000.0,75000.0,126000.0,174000.0,262000.0,67000.0,,555000.0,1141000.0,34.0,53.8
1475,Jawa Barat,Perkotaan,Perempuan,42.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,6050000.0,4216000,221000.0,,159000.0,169000.0,12000.0,856000.0,282000.0,295000.0,,346000.0,296000.0,295000.0,0.0,1834000.0,30.3,55.8
814,Sulawesi Selatan,Perkotaan,Laki-laki,32.0,Tidak Sekolah,Karyawan Swasta,Menikah,2.0,4250000.0,2883000,240000.0,270000.0,108000.0,250000.0,99000.0,584000.0,170000.0,180000.0,231000.0,237000.0,186000.0,80000.0,0.0,1367000.0,32.2,55.0
1617,Jawa Barat,Perkotaan,Perempuan,22.0,SD,Wiraswasta,Menikah,2.0,8250000.0,5426000,347000.0,452000.0,249000.0,425000.0,76000.0,1245000.0,388000.0,390000.0,479000.0,744000.0,261000.0,,809000.0,2824000.0,34.2,51.9
407,Jawa Barat,Perdesaan,Perempuan,25.0,Sarjana (S1),Buruh/Pekerja Harian,Menikah,0.0,1600000.0,1282000,141000.0,191000.0,96000.0,129000.0,61000.0,207000.0,42000.0,69000.0,0.0,70000.0,58000.0,26000.0,0.0,318000.0,19.9,
779,Jawa Barat,Perdesaan,Perempuan,31.0,Sarjana (S1),Karyawan Swasta,Belum Menikah,0.0,3800000.0,3404000,290000.0,464000.0,207000.0,304000.0,127000.0,684000.0,122000.0,119000.0,0.0,380000.0,166000.0,120000.0,567000.0,396000.0,10.4,44.1
1221,Bali,Perkotaan,Laki-laki,27.0,Tidak Sekolah,Wiraswasta,,0.0,4700000.0,3431000,299000.0,349000.0,,286000.0,103000.0,671000.0,155000.0,133000.0,0.0,334000.0,210000.0,140000.0,0.0,1269000.0,27.0,34.4
297,Sumatera Utara,Perkotaan,Perempuan,,SD,Buruh/Pekerja Harian,Belum Menikah,0.0,700000.0,565000,88000.0,111000.0,51000.0,81000.0,15000.0,48000.0,13000.0,21000.0,0.0,40000.0,17000.0,19000.0,10000.0,,19.3,49.9
1494,Bali,Perdesaan,Laki-laki,33.0,SD,Wiraswasta,Menikah,2.0,4750000.0,3732000,471000.0,426000.0,260000.0,312000.0,55000.0,437000.0,122000.0,244000.0,187000.0,394000.0,119000.0,91000.0,332000.0,1018000.0,21.4,49.8
462,DKI Jakarta,Perkotaan,Laki-laki,40.0,SMA/SMK,Tidak Bekerja,Menikah,4.0,1450000.0,1055000,212000.0,248000.0,118000.0,172000.0,11000.0,90000.0,22000.0,34000.0,40000.0,61000.0,16000.0,28000.0,229000.0,395000.0,,69.3
1999,Sulawesi Selatan,Perdesaan,Laki-laki,17.0,SMA/SMK,Wiraswasta,Belum Menikah,0.0,3500000.0,2710000,279000.0,356000.0,,263000.0,86000.0,493000.0,119000.0,140000.0,0.0,180000.0,120000.0,83000.0,91000.0,790000.0,22.6,
1332,DKI Jakarta,Perkotaan,Perempuan,35.0,SMA/SMK,PNS/ASN,Belum Menikah,,,4118000,405000.0,459000.0,287000.0,425000.0,181000.0,557000.0,193000.0,136000.0,0.0,301000.0,193000.0,205000.0,0.0,,19.3,56.8
1014,Jawa Timur,Perkotaan,Perempuan,29.0,SD,Karyawan Swasta,Belum Menikah,0.0,5250000.0,4726000,521000.0,701000.0,229000.0,343000.0,32000.0,685000.0,155000.0,180000.0,,423000.0,174000.0,177000.0,0.0,524000.0,10.0,53.9
1358,Sumatera Utara,Perdesaan,Laki-laki,46.0,Sarjana (S1),Tidak Bekerja,Belum Menikah,0.0,1350000.0,1192000,197000.0,231000.0,86000.0,155000.0,38000.0,142000.0,37000.0,26000.0,0.0,60000.0,34000.0,37000.0,132000.0,,11.7,76.1
1555,Bali,Perdesaan,Laki-laki,57.0,SMA/SMK,Tidak Bekerja,Menikah,3.0,1550000.0,1189000,143000.0,161000.0,62000.0,,13000.0,141000.0,38000.0,42000.0,59000.0,92000.0,40000.0,57000.0,244000.0,361000.0,23.3,31.9
127,Jawa Barat,Perkotaan,Perempuan,47.0,SMA/SMK,PNS/ASN,Menikah,2.0,14000000.0,9749000,866000.0,1009000.0,,848000.0,221000.0,1366000.0,505000.0,366000.0,,718000.0,532000.0,279000.0,0.0,4251000.0,30.4,56.1
888,Jawa Tengah,Perdesaan,Perempuan,17.0,SMP,Karyawan Swasta,Menikah,2.0,1350000.0,917000,139000.0,178000.0,80000.0,150000.0,8000.0,98000.0,30000.0,36000.0,44000.0,64000.0,31000.0,14000.0,196000.0,433000.0,32.1,28.2
1008,Jawa Barat,Perkotaan,Laki-laki,61.0,Pascasarjana (S2/S3),Buruh/Pekerja Harian,Menikah,3.0,6800000.0,5257000,373000.0,419000.0,155000.0,273000.0,52000.0,933000.0,262000.0,336000.0,528000.0,679000.0,358000.0,358000.0,0.0,1543000.0,,72.8
356,Sumatera Utara,Perkotaan,Laki-laki,30.0,SMA/SMK,Pelajar/Mahasiswa,Belum Menikah,0.0,850000.0,664000,101000.0,112000.0,63000.0,72000.0,4000.0,,20000.0,26000.0,,52000.0,19000.0,23000.0,0.0,186000.0,21.8,81.5
1704,Jawa Timur,Perkotaan,Laki-laki,31.0,SMA/SMK,Karyawan Swasta,Menikah,1.0,4650000.0,3687000,455000.0,609000.0,233000.0,412000.0,80000.0,541000.0,104000.0,,285000.0,205000.0,173000.0,90000.0,0.0,963000.0,20.7,62.6
683,Sumatera Utara,Perdesaan,Perempuan,37.0,Diploma,Tidak Bekerja,Cerai/Janda/Duda,1.0,750000.0,580000,92000.0,83000.0,34000.0,53000.0,29000.0,69000.0,17000.0,14000.0,31000.0,33000.0,16000.0,,54000.0,170000.0,,
1743,Jawa Timur,Perkotaan,Perempuan,17.0,Sarjana (S1),Pelajar/Mahasiswa,Cerai/Janda/Duda,0.0,,1856000,260000.0,274000.0,167000.0,285000.0,85000.0,206000.0,50000.0,79000.0,0.0,125000.0,70000.0,32000.0,0.0,194000.0,9.5,53.7
1091,DI Yogyakarta,Perkotaan,Perempuan,40.0,SD,Karyawan Swasta,Menikah,1.0,,3267000,275000.0,329000.0,177000.0,249000.0,20000.0,577000.0,143000.0,209000.0,124000.0,333000.0,148000.0,120000.0,,833000.0,20.3,59.1
985,Bali,Perkotaan,Laki-laki,43.0,SMA/SMK,Pelajar/Mahasiswa,Menikah,3.0,2550000.0,2235000,252000.0,311000.0,172000.0,203000.0,31000.0,275000.0,94000.0,126000.0,131000.0,,86000.0,,0.0,315000.0,12.4,34.6
